技能id;技能名称;描述;稀有度;等级效果
51201;江晖剑;昏旦变气候，江水含清晖。;橙
;技能效果;25级: 强化流血1级：使每层流血的效果伤害变为初始的5倍（敌方受到流血效果取我方等级最高的效果）（可叠加至5级）

50208;生意谱;做生意嘛，最重要的就是开心——;橙
;技能效果;10级: 毒海无涯：开场对所有敌方施放攻击（攻击与武学等级越高，伤害越高），附加中毒+10
;;15级: 使每层中毒的效果提升至减少敌人血量60点血量，减少真气20点（敌方受到中毒效果取我方等级最高的效果，可叠加至5级）

50209;八足掌法;人面蜘蛛模仿蜘蛛的姿势自创的拳法，使用时姿势仿佛一只大蜘蛛——有点恶心;橙
;技能效果;10级: 本武学造成基础伤害+40%，自身受到内伤+40
;;25级: 本武学攻击附加破甲+40，自身受到流血+20

50210;烈焰刀法·改;洪奇官基于烈焰刀法自创的武学，燕飞鹏为这门武学提供了不少建议;金
;技能效果;15级: 刀光剑影1级：刀法威力百分比+5%（最高可叠加至4级）

11307;毒牙杖法;对目标造成不俗伤害，拥有"奇门归一"条目和"奇门遁甲"条目。;金
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，对处于中毒状态的敌人基础伤害+30%
;;20级: 奇门遁甲1级：奇门威力百分比+5%（最高可叠加至4级）
;;30级: 奇门归一1级：使用奇门武学时，将非中心目标伤害的30%复制给中心目标，最高不超过中心目标原始伤害的100%。

11308;青龙棍法;基础奇门武学，可以加成所有五毒教奇门武学。;绿
;技能效果;20级: 奇门归一1级：使用奇门武学时，将非中心目标伤害的30%复制给中心目标，最高不超过中心目标原始伤害的100%。

11309;五毒虫术;每回合附加中毒，是给大量敌人叠加中毒层数的优秀内功。;金
;技能效果;30级: 余波微震1级：对多个目标附加负面状态时，其他目标层数是选中目标的20%（初始值为10%，可叠加至5级）
;;30级: 所有暗器武学造成中毒时，额外附加中毒+5

11310;驱蛇术;可加成所有五毒教的外功，同时对《万毒心经》有额外的加成。;绿
;技能效果;
11311;万毒心经;五毒教顶级内功，在敌人都叠加了中毒层数后，爆发伤害一波带走。;暗金
;技能效果;15级: 使每层中毒的效果提升至减少敌人血量60点血量，减少真气20点（敌方受到中毒效果取我方等级最高的效果，可叠加至5级）
;;15级: 本武学攻击后，有概率发动一次自身拥有的毒系外功武学（武学档次越高，发动几率越低，每回合只触发一次）
;;30级: 余波微震1级：对多个目标附加负面状态时，其他目标层数是选中目标的20%（初始值为10%，可叠加至5级）
;;30级: 所有武学攻击目标中毒超过100时，立即对目标及周围3*3敌人造成伤害，伤害为中毒层数*500，并附加中毒+20（每次攻击回合触发一次）

11312;赤蛇冰蟾功;广泛加成毒系武学。;紫
;技能效果;20级: 使每层中毒的效果提升至减少敌人血量60点血量，减少真气20点（敌方受到中毒效果取我方等级最高的效果，可叠加至5级）

11314;万毒手;可为敌人附加中毒状态，拥有"余波微震"条目，可快速为敌人叠加负面状态。;暗金
;技能效果;5级: 额外增加5次毒弹攻击
;;10级: 攻击敌人造成[DamageValue]伤害，附加中毒+10
;;10级: 暗中偷袭1级：所有武学对中毒状态的敌人造成基础伤害+3%（可叠加至5级）
;;15级: 本武学攻击拥有流血、内伤、减速、残废、破甲的敌人，都会额外附加中毒+10（每回合最多生效1次）
;;30级: 余波微震1级：对多个目标附加负面状态时，其他目标层数是选中目标的20%（初始值为10%，可叠加至5级）
;;30级: 五毒真经：额外毒株将随机附加中毒"、"流血"、"破甲"、"残废"、"内伤"、"减速"中任意一种负面状态5层"

11315;蛇形拳;自身中毒时可增加多段攻击次数。;白
;技能效果;10级: 本武学攻击附加中毒+5
;;20级: 中毒状态下，本武学多段攻击次数+2

11316;重压斩·蓄力;从铸剑山庄偷学来的剑法。攻击后可获得："蓄力"状态;蓝
;技能效果;10级: 本武学攻击时额外获得800点攻击力
;;15级: 本武学攻击时基础攻击提升5%
;;30级: 刀光剑影1级：刀法威力百分比+5%（最高可叠加至4级）

11317;赤蛇神掌;10级和20级属性可内部触发，相当于直接提升伤害，实用的武学。;紫
;技能效果;10级: 本武学攻击附加中毒+20
;;20级: 本武学攻击中毒目标时，额外附加当前拳掌精通值伤害

11318;旱地神龙掌;对自己也附加中毒看似弱点，和其他多门武学可以配合，反而成为优势。;橙
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，附加目标中毒层数*50的伤害
;;20级: 本武学攻击目标后双方同时添加中毒+20
;;20级: 使每层中毒的效果提升至减少敌人血量60点血量，减少真气20点（敌方受到中毒效果取我方等级最高的效果，可叠加至5级）

11319;紫蟾神功;毒系终极技能，先叠中毒层数，紫蟾神功打出高爆发终结伤害，可与"蛇形腿法"、"蟾跃腿法"组合，大幅提升伤害。;暗金
;技能效果;10级: 攻击周围3*3敌人，随机对一个目标附加蛤蟆恶臭"状态，使其受到下次绝招·蛤蟆吐芳基础伤害+20%，并附加中毒+30"
;;15级: 自身中毒大于50时，本武学造成基础伤害+10%，秘奥义·蛤蟆冲顶基础伤害+20%
;;15级: 暗中偷袭1级：所有武学对中毒状态的敌人造成基础伤害+3%（可叠加至5级）
;;30级: 层峰叠浪1级：追加攻击时，附加负面状态层数为首次攻击的20%（初始值为10%，可叠加至5级）
;;30级: 蛤毒状态>3层时，使用任何其他武学（不包含本武学的绝招和奥义），会消耗一层蛤毒，施放一次本武学绝招

11320;蛇行腿法;毒系腿法基础，大幅加成《紫蟾神功》。;蓝
;技能效果;25级: 层峰叠浪1级：追加攻击时，附加负面状态层数为首次攻击的20%（初始值为10%，可叠加至5级）

11321;蟾跃腿法;毒系腿法基础，大幅加成《紫蟾神功》，本身还提供大量伤害。;橙
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，附加中毒层数*50点伤害
;;10级: 暗中偷袭1级：所有武学对中毒状态的敌人造成基础伤害+3%（可叠加至5级）
;;25级: 层峰叠浪1级：追加攻击时，附加负面状态层数为首次攻击的20%（初始值为10%，可叠加至5级）

11322;毒龙棍法;毒系武学的小控制，单挑强力敌人时可用;紫
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，附加减少800真气
;;15级: 本武学击中中毒目标时，目标有25%几率定身1回合
;;15级: 奇门遁甲1级：奇门威力百分比+5%（最高可叠加至4级）
;;25级: 奇门遁甲1级：奇门威力百分比+5%（最高可叠加至4级）

11324;秘奥义·蛤蟆冲顶;五毒教腿法奥义，会根据中毒层数来附加伤害，同时和《紫蟾神功》配合可打出高伤害;暗金
;技能效果;
10301;灵枢针术;医术精通越高，伤害越高。自身有弹射，同时可加成长生门暗器武学，前期伤害尚可;蓝
;技能效果;10级: 合击时有50%概率发动本武学
;;25级: 可对队友施放本武学，造成治疗

10302;雁行功;较弱的轻功，提供强化穿透、烈阳护体、气盾突破词条;绿
;技能效果;5级: 强化穿透1级：暗器穿透时，威力为上一次的40%（初始值为30%，可叠加至5级）
;;10级: 烈阳护体1级：使用内功武学时，根据消耗的真气，获得50%的护盾。（获得护盾上限5万）
;;20级: 气盾突破1级：回合开始时，给自身添加10000护盾，单局护盾的累计上限为最大生命值*70%（初始值为最大生命值*50%）

10303;长生剑法;长生门基础武学，加成长生门高级剑法;白
;技能效果;10级: 合击时有50%概率发动本武学

10304;回风吹雪剑法;《七十二峰飞仙剑》重要加成武学，提升威力和伤害;蓝
;技能效果;10级: 合击时有50%概率发动本武学

10305;五神剑法;长生门用来单挑的剑法，可让单个敌人命中大幅降低;橙
;技能效果;10级: 合击时有50%概率发动本武学
;;15级: 本武学对敌附加1层衡山之风状态，叠至6层后命中率降低50%，持续1回合
;;25级: 长生门所有剑法武学攻击时衡山之风状态层数+1

10306;七十二峰飞仙剑;长生门合击流最强启动招式，可以携带队友释放飞仙剑阵，让敌人无处可遁;暗金
;技能效果;5级: 有25%几率呼叫周围3*3队友一起召唤飞仙剑，每名队友，增加一次飞仙剑召唤次数（额外最多10次）
;;10级: 额外增加5次飞剑攻击；长生门所有剑法伤害，根据医术精通"增加伤害"
;;15级: 攻击敌人造成[DamageValue]伤害，攻击时100%呼叫周围3*3范围内的队友进行攻击
;;20级: 本武学飞仙剑气触发率提升为50%
;;30级: 长生飞剑术：七十二峰飞仙剑"，"万毒手"，"五岳独尊剑法"召唤的飞剑/毒弹威力额外提升20%"

10307;长生心法;长生门基础内功，加成长生门所有外功和内功的伤害;绿
;技能效果;5级: 强化穿透1级：暗器穿透时，威力为上一次的40%（初始值为30%，可叠加至5级）
;;20级: 烈阳护体1级：使用内功武学时，根据消耗的真气，获得50%的护盾。（获得护盾上限5万）

10308;寿比南山功;真气可抵消伤害，长生门一般站在队伍的前排，拥有"气盾突破"条目，可提升自身护盾上限;金
;技能效果;10级: 释放本武学获得护盾时数值额外提升10%
;;15级: 舍己为人1级：每次受到攻击，有20%几率为周围3*3队友施放5000+攻击*10%的治疗（可叠加至5级）
;;25级: 气盾突破1级：回合开始时，给自身添加10000护盾，单局护盾的累计上限为最大生命值*70%（初始值为最大生命值*50%）

10309;延年益寿功;退场后重新登场，非常稀有，无论哪种流派都建议带着的优秀武学;暗金
;技能效果;1级: 奋起1级：退场时50%概率再次登场，恢复10%生命和真气，一场战斗触发一次。（最高叠加到4级）
;;5级: 烈阳护体1级：使用内功武学时，根据消耗的真气，获得50%的护盾。（获得护盾上限5万）
;;20级: 重新登场后，防御值+50%
;;25级: 重新登场后生命值+20%
;;30级: 奋起1级：退场时50%概率再次登场，恢复10%生命和真气，一场战斗触发一次。（最高叠加到4级）

10310;长生天风大阵;长生门阵法，长生门特色就是合击，队友越多越能发挥合击优势;金
;技能效果;1级: 登场召唤一个长生门弟子
;;5级: 强化穿透1级：暗器穿透时，威力为上一次的40%（初始值为30%，可叠加至5级）
;;10级: 增加本武学召唤出来的弟子的生命
;;20级: 召唤的长生门弟子呼叫合击几率+50%
;;25级: 穿针引线1级：暗器武学攻击附加“漫天花雨”状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%（可叠加至5级）
;;30级: 所有阵法召唤的角色，防御+5%

10311;枯木逢春;为数不多的可为队友治疗的招式，队伍有人学习的话可以救急;白
;技能效果;
10312;歧黄之术;治疗后可为自己增加护盾，建议肉盾学习，站到敌人中间，可抵消大量伤害;紫
;技能效果;15级: 施放本武学后，目标额外增加武学等级*500+生命值*3%的护盾

10313;金风玉露;中一身负面状态很恶心，解除一下一身轻松，几乎可以克制各种负面状态流;蓝
;技能效果;15级: 本武学造成治疗后解除基础六个基础负面状态各40层

10314;清心静气;易得又好用的群体治疗，治疗量比单体医疗术低一些，但胜在可以同时治疗多名队友;绿
;技能效果;20级: 本武学治疗后每回合开始恢复5%的生命值，持续1回合

10315;天仙续命丹;长生门辅助极品，接近治疗满血的治疗量，以及全面提升属性，还可叠加;橙
;技能效果;15级: 本武学治疗后提升目标生命、真气、防御、攻击各5%，可叠加10次
;;25级: 所有医疗技能可以对敌人使用

10316;秘奥义·峰谷雷动;长生门剑法奥义，不但可以呼唤队友攻击，更能在攻击后补充我方战斗人员;暗金
;技能效果;
10317;秘奥义·剑舞;可配合阵法进攻，站位在3*3内时可呼唤队友攻击;橙
;技能效果;
10318;秘奥义·春风化雨;为数不多的医术奥义，奥义的系数较高，治疗的生命值很可观;橙
;技能效果;
10319;悬丝诊脉;内功武学，随着武学精进，不仅能对敌人制造伤害，还能治疗队友;蓝
;技能效果;10级: 合击时有50%概率发动本武学
;;15级: 可对队友使用，治疗相同的数值
;;20级: 所有医术技能释放后，追加一次悬丝诊脉（每回合触发1次）
;;25级: 所有内功攻击后，追加一次悬丝诊脉（每回合触发1次）

10320;生灭一指;内功系武学，随着武学精进有概率呼唤场上拥有本武学的队友一起攻击;暗金
;技能效果;10级: 合击时有50%概率发动本武学
;;20级: 穿针引线1级：暗器武学攻击附加“漫天花雨”状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%（可叠加至5级）

10321;气机倒灌;长生门基础内功，伤害中等;橙
;技能效果;10级: 合击时有50%概率发动本武学
;;25级: 可对队友施放本武学，造成治疗

10322;经脉错乱针;除了伤害更强外，有几率击退敌人进度条，拥有"强化弹射"技能，可加强所有弹射类暗器;橙
;技能效果;10级: 合击时有50%概率发动本武学
;;15级: 强化弹射1级：暗器弹射时，威力为上一次的80%（初始值为70%，可叠加至5级）
;;25级: 可对队友施放本武学，造成治疗

10323;阴阳逆行针;绝招能降低对方命中率，对非奇门类武学限制较大，拥有"强化弹射"和"真·穿针引线"条目，是暗器类常备武学;暗金
;技能效果;10级: 合击时有50%概率发动本武学
;;15级: 攻击敌人造成[DamageValue]伤害，命中敌人后会弹射[TanSheCount]次，对每个目标附加命中率降低10%，持续1回合
;;20级: 本武学可以以队友为目标，命中队友时进行治疗
;;25级: 穿针引线1级：暗器武学攻击附加“漫天花雨”状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%（可叠加至5级）
;;30级: 强化弹射1级：暗器弹射时，威力为上一次的80%（初始值为70%，可叠加至5级）

10324;金针秘传;长生门基础暗器武学，能够群体降低敌人命中率;白
;技能效果;10级: 合击时有50%概率发动本武学
;;10级: 本武学攻击后使敌方命中率降低10%，持续1回合
;;15级: 本武学攻击使敌方周围3*3敌人命中率降低10%，持续1回合
;;20级: 所有医术仅治疗一个己方单位的时候，对敌人追加一次金针秘传

10325;悬壶济世;金色的群体治疗技能，可以给予队友最大程度的治疗能力;金
;技能效果;15级: 气盾突破1级：回合开始时，给自身添加10000护盾，单局护盾的累计上限为最大生命值*70%（初始值为最大生命值*50%）
;;20级: 本武学治疗后每回合开始恢复5%的生命值，持续1回合
;;25级: 舍己为人1级：每次受到攻击，有20%几率为周围3*3队友施放5000+攻击*10%的治疗（可叠加至5级）

10326;千金要方;暗金群体医术，配合《天仙续命丹》可称为最强毒奶;暗金
;技能效果;10级: 杏林高手1级：医术治疗+4%（最高可叠加至5级）
;;15级: 舍己为人1级：每次受到攻击，有20%几率为周围3*3队友施放5000+攻击*10%的治疗（可叠加至5级）

51301;落木无边;潇潇骤雨，牵连落木无边。;橙
;技能效果;1级: 穿针引线1级：暗器武学攻击附加“漫天花雨”状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%（可叠加至5级）
;;10级: 合击时有50%概率发动本武学
;;20级: 本武学可以以队友为目标，命中队友时进行治疗

50301;和气生财;麦西川行走江湖四处卖货多年后总结的行商心得;蓝
;技能效果;20级: 杏林高手1级：医术治疗+4%（最高可叠加至5级）

50302;吹拉弹唱;贺老保所经营戏院的业务范围。其中以吹最为著名;蓝
;技能效果;5级: 寒风剑气1级：剑法威力百分比+5%（最高可叠加至4级）
;;15级: 赤手空拳1级：拳法威力百分比+5%（最高可叠加至4级）
;;20级: 穷击猛打1级：所有武学对减速目标基础伤害+3%（可叠加至5级）

50303;云游四海;云游经商多年后锻炼出来的轻功，特点是出事了跑得快;蓝
;技能效果;20级: 百里挑一1级：使用腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（可叠加至5级）

50304;伤心拳;其实天下女子言语无味，面目可憎，根本无法拒绝;橙
;技能效果;15级: 目标真气恢复降低50%，持续1回合
;;20级: 本武学攻击附加降低敌方命中率70%，持续1回合

50305;咸猪手;——其实是门正经的拳掌功夫;橙
;技能效果;10级: 本武学攻击附加中毒+20
;;20级: 本武学攻击中毒目标时，额外附加当前拳掌精通值伤害

50306;袖里藏刀;使用藏在衣袖中的刀攻击敌人，让人防不胜防。缺点是夏天会被怀疑;金
;技能效果;30级: 嗜血追击1级：当敌人生命值低于50%时，我方最终基础伤害+5%，且敌人剩余生命值百分比每比50%低5%时，我方额外增加1%最终伤害（可叠加至3级）

50307;欲绝掌;一见段郎误终身;金
;技能效果;15级: 目标真气恢复降低50%，持续1回合
;;20级: 本武学攻击附加降低敌方命中率70%，持续1回合

50308;般若掌;段康根据大乘·般若禅掌自行研究出来的派生武学，实力强劲;金
;技能效果;25级: 易筋洗髓1级：每次行动结束后，提升10%生命上限。（单局生效5次）
;;30级: 普度众生1级：所有拳法杀死目标时，以目标的20%生命值造成全屏伤害（上限100000+我方生命*50%）

11402;风云腿;宇文山庄低品质腿法，可使宇文山庄腿法武学附加减速;蓝
;技能效果;10级: 宇文庄腿法武学攻击敌人附加减速+5
;;30级: 所有腿法攻击后为自身增加轻盈+10

11403;三绝刀法;如意宫普通武学，可提升《燃魔刀法》的吸血率;蓝
;技能效果;30级: 刀光剑影1级：刀法威力百分比+5%（最高可叠加至4级）

11405;归元心法;宇文山庄普通内功，可增加自己的回合恢复生命值;绿
;技能效果;25级: 本回合未受到伤害时，恢复自身5%生命（至多20000点）
;;30级: 赤手空拳1级：拳法威力百分比+5%（最高可叠加至4级）

11406;无名腿法;宇文山庄普通腿法，攻击后可为敌人附加减速;白
;技能效果;10级: 宇文庄腿法武学攻击敌人附加减速+5
;;15级: 所有腿法释放后，自身获得疗伤+10
;;25级: 宇文庄腿法武学释放后，自身抗连击值+500（最多可叠加3次，持续两回合）
;;30级: 旋风神腿1级：腿法威力百分比+5%（最高可叠加至4级）

11407;乾坤颠倒神功;主动使用可将敌人吸附到同一个格子内;暗金
;技能效果;5级: 恰中要害1级：暴击率+4%（最高可叠加至4级）

11408;莲座刀法;如意宫中阶武学，可大幅增加《燃魔刀法》的输出能力;橙
;技能效果;15级: 刀光剑影1级：刀法威力百分比+5%（最高可叠加至4级）
;;30级: 如意宫刀法攻击时附加攻击*10%的真气燃烧

11409;三无三不刀;如意宫金色刀法，攻击消耗自身生命值，为敌方造成持续伤害;金
;技能效果;15级: 攻击敌人造成[DamageValue]伤害，攻击后以自身攻击*20%点生命值为代价，使敌人每回合损失攻击*20%点生命值，持续3回合
;;25级: 所有刀法对于真气少于20%的敌人基础伤害+20%
;;30级: 如意宫刀法攻击后有40%概率使敌方陷入重伤状态。重伤：反击时输出降低50%（持续1回合）

11410;霸刀;如意宫低级武学，可提升《燃魔刀法》威力;绿
;技能效果;30级: 入木三分1级：受到内功武学攻击时，每10点防御额外降低1点伤害（最高10000点）

11411;燃魔刀法;如意宫暗金刀法，自身生命值越低，附加的伤害越高;暗金
;技能效果;15级: 攻击敌人造成[DamageValue]伤害，攻击后以自身力道*6点生命值为代价，使敌人每回合损失力道*6点生命值，持续3回合
;;20级: 自身每损失7%血量，本武学基础伤害+3%，最多提升30%
;;25级: 本武学仅攻击单个角色时，基础伤害+20%
;;30级: 越战越勇1级：每击败一个敌人，自身基础伤害+3%（上限为10%）

11412;寒霜掌;宇文山庄普通拳法，攻击后可为敌人附加减速;蓝
;技能效果;10级: 宇文庄拳法武学攻击敌人附加减速+5
;;20级: 宇文庄外功攻击后自身附加疗伤+15
;;30级: 赤手空拳1级：拳法威力百分比+5%（最高可叠加至4级）

11413;秘奥义·颠倒乾坤;明教内功奥义，不但可将敌人吸附于同一个格子内，更能降低自身的负面效果;暗金
;技能效果;
11414;七伤棍法;如意宫金色奇门，攻击真气低于20%的角色伤害提升;金
;技能效果;15级: 攻击敌人造成[DamageValue]伤害，攻击后以自身攻击*20%点生命值为代价，使敌人每回合损失攻击*20%点生命值，持续3回合
;;25级: 所有奇门对于真气少于20%的敌人基础伤害+20%
;;30级: 奇门归一1级：使用奇门武学时，将非中心目标伤害的30%复制给中心目标，最高不超过中心目标原始伤害的100%。

11415;归藏棍法;如意宫暗金奇门，生命值越低伤害加成越高，攻击单个角色时伤害提升;暗金
;技能效果;15级: 攻击敌人造成[DamageValue]伤害，攻击后以自身攻击*30%点生命值为代价，使敌人每回合损失攻击*30%点生命值，持续3回合
;;20级: 自身每损失7%血量，本武学基础伤害+3%，最多提升30%
;;25级: 本武学仅攻击单个角色时，基础伤害+20%
;;30级: 致命追击1级：每击败一个敌人，行动条前进20%（每回合最多额外前进100%）（可叠加至5级）

10401;少林刀法;少林刀法基础，提供少林高级刀法的加成，非常易得;白
;技能效果;5级: 《破魔刀法》攻击时基础攻击提升5%

10402;破魔刀法;加成少林高级刀法，少林刀系套路玩法必备;蓝
;技能效果;5级: 《慈悲刀法》攻击时基础攻击提升5%

10403;慈悲刀法;有较高威力加成的刀法，适合开局时用;紫
;技能效果;5级: 抽刀断水1级：刀法伤害百分比+4%（最高可叠加至5级）
;;10级: 攻击敌人造成[DamageValue]伤害，附加500点的真气燃烧，攻击时基础攻击提升10%
;;20级: 《五虎断门刀》攻击时基础攻击提升10%

10404;烈焰刀法;强力的少林刀法，可以减少敌人真气的武学，克制《吸星吞日大法》真气爆炸，可对空真气的敌人造成额外伤害;金
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，攻击时基础攻击提升15%，造成刀法精通*7点的真气燃烧效果
;;20级: 刀光剑影1级：刀法威力百分比+5%（最高可叠加至4级）
;;30级: 本武学攻击真气为0的敌人时附加破甲+50并且再次攻击1次（每回合普通招式和绝招各自只能触发一次）

10405;五虎断门刀;流血套路得到此武学可发挥最大作用，如赤刀门;紫
;技能效果;10级: 本武学攻击时，如果击中流血目标，则会再次释放该技能（只会触发一次）
;;20级: 本武学攻击目标流血超过100时，立即对目标及周围3*3敌人造成伤害，伤害为流血层数*500（每次攻击回合触发一次）
;;25级: 使用《赤刀神功》攻击敌人时附加流血+20

10406;普门杖法;少林奇门基础，奇门套路必备前置武学;绿
;技能效果;5级: 《韦陀杖法》攻击时基础攻击提升5%
;;20级: 奇门归一1级：使用奇门武学时，将非中心目标伤害的30%复制给中心目标，最高不超过中心目标原始伤害的100%。

10407;韦陀杖法;过渡武学，加成少林中级奇门武学;蓝
;技能效果;15级: 《伏虎杖法》攻击时基础攻击提升10%
;;25级: 本武学攻击时击退敌方进度条10%

10408;伏虎杖法;加成达摩禅杖，并能提供珍稀的所有奇门武学加成;橙
;技能效果;5级: 奇门遁甲1级：奇门威力百分比+5%（最高可叠加至4级）
;;10级: 攻击敌人造成[DamageValue]伤害，攻击时基础攻击提升15%，对所有目标附加减速+30
;;20级: 所有奇门武学，命中率提高20%
;;25级: 《达摩禅杖》攻击时基础攻击提升5%

10409;达摩禅杖;攻击范围广，和《打狗棍法》配合在增加命中率的同时击退敌方行动条，真的可以实现"我要打10个";暗金
;技能效果;10级: 攻击敌人造成[DamageValue]伤害，附加击退1
;;15级: 奇门术数1级：奇门伤害百分比+4%（最高可叠加至5级）
;;25级: 少林奇门武学攻击时击退敌方进度条10%
